YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1970,January,1,12,India,Kerala,KE,KE197001,,Kappad,,0,0,0,1,Times of India,16/1/1970,Political (Factional Fighting),Desecration of Religious Site/Symbol (Mosque),,,,,no,Police,,Yes-Strong Likelihood,4,"E.A. Ahmed, a Muslim League MLA alleged that Marxists had attacked the Mosque at Kappad, in Cannanore District, breaking windows and damaging property.  Political Conflict perhaps central, as other recent reports in media of conflict between CPI(M) and ML."
1970,January,1,26,India,Madhya Pradesh,MP,MP197001,,Bhilai,,5,10,31,1,Times of India,28/1/1970,Animal Slaughter (Cow),Animal Slaughter (Cow),,Arun Kumar (Additional Collector) W.V. Oak (Commissioner),,,no,unknown,,Definite Case,5,Incident in “Boriya labour camp area of this steel town” over alleged killing of cow and sale of beef by a butcher.” TOI  1/28/70
1970,March,3,27,India,Madhya Pradesh,MP,MP197003,,Indore,,,,,1,Times of India,29/3/1970,Public Rituals\Festivities (Holi),Unknown,,,,,no,,,Definite Case,5,"Trouble on Rangpanchmi day, the close of the five day Holi festival, subsided quickly in several MP towns."
1970,March,3,27,India,Madhya Pradesh,MP,MP197003,,Dawas,,,,,1,Times of India,29/3/1970,Public Rituals\Festivities (Holi),Unknown,,,,,no,Unknown,,Definite Case,5,"Trouble on Rangpanchmi day, the close of the five day Holi festival, subsided quickly in several MP towns."
1970,March,3,27,India,Madhya Pradesh,MP,MP197003,,Bhopal,,,,,1,Times of India,29/3/1970,Public Rituals\Festivities (Holi),Unknown,,,,,no,Unknown,,Definite Case,5,"Trouble on Rangpanchmi day, the close of the five day Holi festival, subsided quickly in several MP towns."
1970,March,3,27,India,Madhya Pradesh,MP,MP197003,,Sironj,,,,,1,Times of India,29/3/1970,Public Rituals\Festivities (Holi),Unknown,,,,,no,Unknown,,yes,5,"Trouble on Rangpanchmi day, the close of the five day Holi festival, subsided quickly in several MP towns."
1970,April,4,6,India,Madhya Pradesh,MP,MP197004,,Indore,,0,7,23,1,Times of India,7/4/1970,unknown,unknown,,,,,no,police,,Definite Case,5,“The police burst tear-gas shells to disperse two rival groups as they were about to clash here today.  The mobs indulged in stone-throwing.  They also attempted to set fire to a house.”
1970,April,4,15,India,Bihar,BI,BI197004,Chaibasa,Chaibasa,,20,35,162,3,Times of India,21/4/1970,"Public Rituals\Festivities (Ramnavmi), Political (Non-Election Related)",Religious Procession,,J.C. Kumar (Deputy Commissioner),,,no,Police,,Definite Case,5,"“... The violent processionists were reported to have set fire to about 30 huts belonging to another community.  A dusk-to-dawn curfew was imposed following several cases of arson and looting.  The district authorities also promulgated prohibitory orders under section 144 Cr. P.C.  Intensive police patrolling was continuing in the town.  Additional police have been rushed from the neighbouring districts.”(TOI 4/15/70)“Tension arose when some unidentified people hurled bombs at a Ramnavmi procession.  The police had to resort to firing to disperse the violent mob.  Several buses and shops were set on fire.  The situation is tense in Singhbhum and Hazarigabh districts.  The scene of trouble in Hazarigabh district was the industrial townshhip of Giridh. According to the deputy commissioner, the bombs were hurled in the Bari Bazar area of Chaibasa when the Ramnavmi procession was passing through a predetermined route. Police reinforcements have been rushed to the affected area from Ranchi....The curfew, which was relaxed for a few hours this morning, was reimposed at 8 a.m. for 24 hours.  Of the 32 people admitted to hospital following the incidents were two magistrates and six policemen with gunshot wounds.”(TOI 4/16/70)“Mr Umanath [speaking in the Lok Sabha] said it was significant that the Chaibasa incident came closely on the heels of the attempt made on the life of Mr. Jyoti Basu.  Mr. Chavan [The Union Home Minister] replied that there were discussions between the local authorities at Chaibasa and leaders of both communities about the arrangements for taking out the procession.  The idol of Hanuman had to be left at the scene of the incident.  The idol, which was danaged, was later taken in a truck with the cooperation with the cooperation of the authorities.  The Chaibasa incident differed from other communal incidents and the political background should be considered.”(TOI 4/21/70)"
1970,May,5,7,India,Maharashtra,MA,MA197005,,Bhiwandi,,85,445,1900,10,Times of India,19/5/1970,Public Rituals\Festivities (Shiv Jayanti),Procession,,"Chandrakant Pradhan (Inspector), Mr. Hirve (Sub Inspector), D.N. Capoor (Collector and DM), D.I.G., (Bombay range), DSP ",,,no,"Police, State Reserve Police",,Definite Case,5,"“The trouble began near Bhusari Mohalla when stones and acid-filled bombs were thrown from some houses on the procession about 5.30 pm.  Thereafter the disturbances took a violent turn and spread all over Bhiwandi.  The processionists broke up into groups and began looting shops and burning firewood depots.  The areas affected are Sutar Aali (Lane), Prabha Aali, Nizam Mohalla, Saudagar Mohalla, Vani Locality and Fish Mohalla.  Inspector Chandrakant Pradhan and Sub Inspector Hirve were among those injured by stones....The collector and District magistrate of Thana, Mr. D. N. Capoor, was hit by a stone on the hand while moving with the procession...Police sources theselves describe the arson as being on a ‘large scale’.  The police administration had earlier taken precautions by posting 300 SRP (State reserve Police) men there.”(TOI 5/8/70)The Maharashtra Minister of State for Home, Mr. K. P. Patil, speaking in the Legislative Assembly on the 8th May, that the govt had been unprepared, he said that the govt had received reports that in the days before the riot provocative speeches had been made by the Rashtriya Utsav Mandal and the Tamir-e-Millat.  In consequence the D.I.G., Bombay range, the DSP and the Thana collector had been in the town for the two days prior to the riots.  Speaking in the same debate, “Mr. B. S. Patil, (PWP-Samiti) narrated the incidents that led to the riots.  He said the leaders of the Muslim community had not only expressed the desire of the local Muslims to participate in the Shiv Jayanti celebrations, but had also taken part in the procession on Thursday.  They left it when objectionable anti-Muslim slogans were raised by a section of the participants.” (TOI 5/9/70)“Some prominent leaders told Mr. Naik [CM] that a single police station for Bhiwandi, with a population of 140,000, had proved inadequate.  A few of them even offered their buildings to house temporary police outposts....The Chief Minister inquired into the origin of the disturbances, when he was told that the throwing of stones and acid-filled bombs on the Shiv Jayanti procession on Thursday appeared to be pre-planned.  Mr K. S. Dhongde (PWP-Sam) In a debate in the Lok Sabha on 14 May, Mr. A. B. Vajpayee of the Jana Sangh said “...that he was not blaming the generality of the Muslims who were peace-loving people.  But there were certain sections which caused all the trouble.  After questioning anybody’s right to lat down conditions for the observance of Shiva Jayanti -about objections to the flying of the bhagwa jhenda or the sprinkling of red powder-Mr. Vaypayee spoke about the inadequacy of the police arrangements at Bhiwandi despite prior warning about the likelihood of trouble on May 7. (TOI 5/15/70)“The property lost in Bhiwandi was 583 huts, 286 pucca houses, 54 sheds, 921 powerlooms, 85 beams, five sizing units and 35 units, including dispensaries, hotels and godowns.  The loss so far is estimated at Rs. 52,52,632.”(TOI 5/16/70) On the 13th Chavan , in response to Jana Sangh claims that the riots had been organized against Hindus, stated that “the buggest sufferers in Bhiwandi were Muslims, while almost all of those killed and injured in Jalgaon were Muslims.  One entire marriage party was burned alive...”(TOI 5/13/70)"
1970,May,5,8,India,Maharashtra,MA,MA197005,,Jalgaon,,42,727,159,10,Times of India,16/5/1970,Previous Violence (Communal),Previous Violence (Communal),Yes,,,,no,Unknown,,Definite Case,5,"Speaking in the Lok Sabha on May 11th, the Home Minister Mr. Chavan said that “Disturbances broke out in Jalgaon, which had a good tradition of communal amity, when on May 8 news about the Bhiwandi disturbances reached there.  To control the situation firing had to be resorted to....Over 200 houses and about 107 shops were burnt down, resulting in loss or damage to the tune of about Rs. 15 lakhs.” (TOI 5/12/70)On the 13th Chavan , in response to Jana Sangh claims that the riots had been organized against Hindus, stated that “the biggest sufferers in Bhiwandi were Muslims, while almost all of those killed and injured in Jalgaon were Muslims.  One entire marriage party was burned alive...”(TOI 5/13/70)Original reference said Jalgaon was in Kolaba district."
1970,May,5,8,India,Maharashtra,MA,MA197005,,Mahad,,2,15,94,10,Times of India,16/5/1970,Previous Violence (Communal),Previous Violence (Communal),Communal Riots,,,,no,police,,Definite Case,5,"“The Bhiwandi incidents had their echo in Mahad, where the police fired eight rounds to control violent mobs indulging in stone-throwing, arson and looting on Friday.  The situation was, however, brought under control....over twelve people were injured, including five who sustained bullet injuries.  Twenty people have been arrested in Mahad, where a few shops, houses, and two godowns were burnt.”(TOI 5/9/70)Speaking in the Lok Sabha on May 11th, the Home Minister Mr. Chavan said that “There were also disturbances at Mahad, in Kolaba district, on May 8.  The police resorted to firing and lathi charge.  Nine persons were injured, including five in police firing.  Property worth about Rs. 1 lakh had also been damaged.”(TOI 5/12/70)"
1970,May,5,11,India,Maharashtra,MA,MA197005,Kalyan,,Nankar,,,,1,Times of India,12/5/1970,Cause Insufficiently Reported,unknown,,,,,no,Unknown,,Definite Case,5,"“Rioters set ablaze Nankar village near here[Kalyan], destroying nearly three fourths of it. A rice mill was also burnt down”(TOI 5/12/94)"
1970,May,5,11,India,Maharashtra,MA,MA197005,,,Netiwali,,,,1,Times of India,12/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,Unknown,,Definite Case,5,"“Twelve houses were also burnt down in Netiwali district, also near Kalyan”(TOI 5/12/94)"
1970,May,5,11,India,Maharashtra,MA,MA197005,,,Kasarwadavli,1,,,1,Times of India,12/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,"State Reserve Police,",,Definite Case,5,"“The State Reserve Police fired nine rounds to disperse a mob which at Kasar Wadavli village, near Thana, raided a house, injuring the inmates fatally and setting on fire haystacks and two other houses. Mehbood Sahanshah, the victim of an assault, died in the Thana civil hospital.”(TOI 5/12/70)"
1970,May,5,11,India,Maharashtra,MA,MA197005,,,"Saivan, Deepavali, Diler",,,,1,Times of India,12/5/1970,"Private Disputes, Events Elsewhere",,Communal Riots,,,,no,,,Yes-Strong Likelihood,4,"“The police reported incidents of looting and arson at Saivan, Deepavali and Diler in Virar Tehsil where shops and houses were set ablaze.   The Chief Minister said the arson cases arose mainly from personal enmity and had nothing to do with the communal riots.”[TOI 12th May].  "
1970,May,5,11,India,Maharashtra,MA,MA197005,,Vada,,,,,1,Times of India,12/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,Police,,Yes-Strong Likelihood,4,"“Several rounds were fired by the police to disperse riotous mobs at Wada, a taluka town near Mahad, where two cases of arson were reported.” (TOI 5/12/70)"
1970,May,5,12,India,Maharashtra,MA,MA197005,,Thane,,27,45,427,2,Times of India,17/5/1970,Cause Insufficiently Reported,Unknown,,"Mr M. G. Mugve, DIG police, (CID)",,,no,police,,Definite Case,5,"Mr M. G. Mugve, DIG police, CID announced on the 13th May that in Thana (and elsewhere in the district, but excluding Bhiwandi and Jalgaon) 14 were dead, 166 arrested, and 4 injured. (TOI 5/13/70)“Factories in the Thana-Belapur industrial complex have reported a 35 per cent drop in attendance of workmen since riots broke out in and around Thana on Tuesday....All the Muslim workers-ten to fifteen percent of the workers in each factory are Muslims-have abstained from work since Tuesday...There are 700 industrial units , woolen, chemical, engineering and pharmaceutical being the main ones among them, in the industrial complex, and they employ more than 81,000 people.”(TOI 5/15/70)"
1970,May,5,12,India,Maharashtra,MA,MA197005,,Dombivli,,,,,1,Times of India,12/5/1970,Unknown,Congress,,,,,no,Unknown,,Definite Case,5,
1970,May,5,12,India,Maharashtra,MA,MA197005,,"Vashind, near Shahapur",,,,,1,Times of India,12/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,Unknown,,yes,5,"“A place of worship and 20 houses were burnt down at Vashind, near Shahpur, Thana district, early on Monday [11th May].  "
1970,May,5,14,India,Maharashtra,MA,MA197005,,,Mumbra Kalyan,0,3,,1,Times of India,15/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,Unknown,,Definite Case,5,attack on three individuals on the Mumbra-Kalyan train
1970,May,5,14,India,Maharashtra,MA,MA197005,,Dombivli,,1,,,1,Times of India,15/5/1970,Cause Insufficiently Reported,Attack,,,,,no,,,Definite Case,5,"Mob tried to attack railway station.  Police were prepared and fired, killing one. (TOI 5/15/70)"
1970,May,5,14,India,Maharashtra,MA,MA197005,,,Waholi,2,,7,2,Times of India,15/5/1970,Cause Insufficiently Reported,Attack,,,,,no,,,Definite Case,5,"Waholi village in Kalyan taluka.  Mob tried to attack village. Police were prepared and fired, killing 2. (TOI 5/15/70)"
1970,May,5,14,India,Maharashtra,MA,MA197005,,,Talawali,1,1,3,1,Times of India,15/5/1970,Cause Insufficiently Reported,Attack,,,,,no,Police,,,,"Talawali is 13km from Bhiwandi. 800 strong mob surrounded the village, but the police who had been tipped off dispersed the crowd by firing, killing one (TOI 5/15/70)"
1970,May,5,15,India,Maharashtra,MA,MA197005,,,Roda,,,7,1,Times of India,16/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,Roda village in Panvel taluka.  abandoned houses looted and set on fire. (TOI 5/15/70)
1970,May,5,15,India,Maharashtra,MA,MA197005,,,Morpi,1,,,1,Times of India,16/5/1970,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,Morpi village near Panvel. those who had fled their homes earlier were attacked by a mob as they returned  (TOI 5/15
1970,August,8,25,India,Bihar,BI,BI197008,,Patratu,,5,3,46,1,Times of India,26/8/1970,Animal Slaughter (Cow),Animal Slaughter (Cow),,,,,no,,,Definite Case,5,"“Four people were killed and several injured at a riot [I’ve listed three above as an estimate] at the Patratu thermal plant township, in Hazaribagh district last night....The riot was over the alleged slughter of a cow.”TOI 8/26/70In TOI on8/27/70  the death toll was upwardly revised to 5, and arrests to forty six."
1970,September,9,19,India,Maharashtra,MA,MA197009,Bombay,Bombay,,15,75,30,1,Times of India,22/9/1970,Criminal,Gang Violence,,S.G. Pradhan (CP),,,no,,,Definite Case,5,"“The trouble started at a matka den near Two Tanks, off the JJ Hospital, and rumours spread fast creating tension in a number of places. Police sources stated that the men connected with the matka den clashed with a group of bootleggers about 9 p.m. and that was how the disturbance started....A notorious gang leader, who had just returned after a spell of externment, was stated to be one of the killed....The police, who had kept a watch during the Ganpati celebrations over the palces where trouble could start, had been withdrawn only on Saturday.” TOI 9/20/70“The toll in the police firing rose to 15 on Monday....A minor clash between two groups flared into a major incident....A Muslim League deputation met the Commissioner of Police, Mr. S.G. Pradhan, and told hime that panic and misunderstanding resulted in spreading the disturbances.  Mr. G. N. Banatwala, M.L.A., said the protest rally and the morcha planned by the Muslim League to the Chief Minister’s house had been postponed.  The Muslim League has appealed to the people to maintain peace, law and order.  Meanwhile, the central Muslim relief committee met at the residence of Mr. A.K. Hafizka and discussed on the steps to be taken to ensure peace and normalcy.” TOI 9/22/70"
1970,September,9,28,India,West Bengal,WB,WB197009,,Jagatdal,,0,4,,1,Times of India,29/9/1970,Private Quarrel,Private Quarrel,,,,,no,,,Definite Case,5,“It was reported that an altercation between a customer and resulted in a clash between the two groups. The trouble then began to spread to other areas.”TOI 9/29/70
1970,October,10,20,India,West Bengal,WB,WB197010,,Raiganj,,1,,,2,Times of India,23/10/1970,Public Rituals\Festivities (Other),Religious Procession,,,,,no,,,Yes-Strong Likelihood,4,"“The police made repeated lathi-charges and fired nine rounds of tear-gas shells at Raigunj town in West Dinajpur yesterday to disperse rioters ransacking several shops and committing arson.  According to information received at the secretariat, a boy was fatally stabbed in a clash between two groups of people on Monday over the immersion ceremony.  Rioting started when the body was being taken in a procession.” Times of India 10/23/70"
1970,October,10,22,India,Gujarat,GU,GU197010,,Ahmadabad,,2,3,,1,Times of India,24/10/1970,Cause Insufficiently Reported,Unknown,,,,,no,,,,,sporadic stabbings and stone throwing
1970,December,12,5,India,Gujarat,GU,GU197012,,Ahmadabad,,,,112,1,Times of India,7/12/1970,,,,,,,no,,,Definite Case,5,“The curfew imposed on the Dariapur area here on Saturday night after violent incidents has been extended until 7 a.m. tomorrow [7th].  The curfew was to end at midnight today.  The police said the situation in the troubled area was under control.  Life was normal in other parts of the city.  The police have rounded up 190 “anti-social” people and arrested 94 for violating the curfew.  They have registered cases against 18 people for rioting.” TOI 12/7/70
1970,December,12,18,India,Gujarat,GU,GU197012,,Ahmadabad,,3,,,1,Times of India,19/12/1970,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,"“Three people includinga 40-year-old woman were killed when a police constable fired in “self-defence” in Dariapur area of Ahmedabad today.  A constable, Rustav Madhav Rao, who was attacked by a group of people with knives, was admitted to the civil hospital with multiple injuries...Curfew has been impsed in the Dariapur locality and the police have also banned the assembly of more than four persons, processions, and carrying of arms in the entire city as a precautionary measure.” TOI 12/19/70"
1970,December,12,21,India,Madhya Pradesh,MP,MP197012,,,Birlagram,3,,,1,Times of India,26/12/1970,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,"“UJJAIN (M.P.), December 25: The situation in the Burlagram industrial township near here remained “peaceful” today, according to official sources....A party of six members of the State Assembly, inclusing Mr. V.S. Pradhan, leader of the Jana Sangh bloc, Mr. S.P. Chanpuria (SSP) and Mr. Brijlal Verma (Jana Sangh) today visited Birlagram for an on-the-spot study of monday’s distrubance...”TOI 12/26/70"
1971,February,2,5,India,Gujarat,GU,GU197102,Vadodara (Baroda),Vadodara (Baroda),,0,,,1,Times of India,6/2/1971,Cause Insufficiently Reported,Unknown,,,,,no,,,Definite Case,5,"“BARODA, February 5: One person was killed when the police opened fire late tonight in the Wadi area of the city to control a clash between two groups.  The police, who rushed to the spot, brought the situation under control within a few minutes.  According to official sources, the police first burst tear-gas shells to disperse the mob gathered near a restaurant in the area. As the mob did not disperse, the police opened fire after warning the people.” TOI  2/6/71"
1971,February,2,22,India,Uttar Pradesh,UP,UP197102,Allahabad,Allahabad,,1,2,75,1,Times of India,24/2/1971,Political Elections (Lok Sabha),Procession,,R.R. Shah (City Magistrate) R.P. Govil (SP),,,no,,,Definite Case,5,"“The trouble was  triggered by some miscreants who threw brickbats at an election procession organised by the Hindu Mahasabha, it is reported.  A heavy police force was rushed to the area.  The police allegedly used force to disperse the rioters.  This enraged the mob which set fire to some shops in the locality.” TOI 2/23/71“The Congress (R) general secretary, Mr. H. N. Bahuguna, and the Congress (O) leader, Mr. Mangla Prasad, are among the candidates seeking election to the Lok Sabha from Allahabad.  The clash, which led to the imposition of a 24-hour curfew over the affected areas, did not involve their supporters.   The trouble started when a candidate took out a procession to protest against against certain remarks said to have been made by another candidate.  When the procession passed the election office of the other candidate, it was stoned.  This led to an exchange of stones by two groups.”TOI 2/23/71“February 26: The Congress (O) leader Mr. Bashir Ahmad, today resigned from the party in protest against Monday’s incidents in the city, resulting in the death of one person.” TOI 2/27/71“Feb 27: The night curfew clamped on the city on February 23, following some violent incidents, was totally lifted tonight.” TOI 2/28/71 “February 26: The Congress (O) leader, Mr. Bashir Ahmad, today resigned from the party in protest against Monday’s incidents in the city, resulting in the death of one person.”TOI 2/28/71“LUCKNOW March 10: Twenty two people were killed and nearly 250 injured in the recent disturbances at Allahabad, Aligarh, and Moradabad.Giving this information at a press conference, the U.P. Home Minister, Mr. Virendra Verma, said that the situation in all those places was under control.  Over 850 people had been arrested.  Besides there had been minor sidturbances in Etah, Mathura, Gorakhpur, Meerut and Pratapgarh Districts on polling days.Mr. Verma said that a judicial inquiry had been ordered in respect of Aligarh riots.  The disturbances were pre-palnned but the State Intelligence had failed to get any information about the plan.Action had been taken against the district magistrate and the senior superintendent of police, Aligarh and they had been suspended for ‘their failure to ‘control’ the situation.”TOI 3/11/71"
1971,March,3,2,India,Uttar Pradesh,UP,UP197103,Aligarh,Aligarh,,16,78,183,3,Times of India,3/5/71& 4/1/71,Political Elections (Lok Sabha),Unknown,Lok Sabha Election,"K.K. Sharma (Commissioner, Agra Division)Qamrul Hasan (Additional IG Police)Ushapati Bhatt (DM)Y.N. Saxena (SP)",,,no,,,Yes-Strong Likelihood,4,"“The trouble started when students took out a procession today in defiance of the prohibitory orders under Section 144, Cr.P.C. to protest against the arrest of Chandra Dutta Sharma, a leader of the Vidhyarthi Parishad, the student wing of the Jana Sangh. Sharma was arrested yesterday on the charge of making inflammatory speeches, but was later released on bail.  The students burnt an effigy of the police officer who had arrested Sharma and threw stones at the police when they tried to disperse them.  When the students continued to hurl brickbats the police opened fire.  The crowd then dispersed but collected again and set fire to 14 shops. There were also some stray incidents of stabbing.” TOI 3/3/71“The army was called out shortly after midnight...”TOI 3/3/71“...two companies of the PAC had been rushed to the riot-ravaged city...”TOI 3/3/71“The commissioner of the Agra division, Mr. K. K. Sharma, and the additional inspector-general of police, Mr. Qamrul Hasan, rushed to Aligarh.  The Union Deputy Minister for Railways, Mr. Yunus Saleem, is seeking election from the Aligarh parliamentary constituency.  His main opponents in the seven cornered contest are Mr. Shiv Kumar Shastri (BKD) and Mr. Amarnath (Hindu Mahasabha).”TOI 3/3/71“Mr Ram Prakash, general secretary of the Jana Sangh, urged the Chief Minister, Mr. T.N. Singh, to hand over the administration of the riot-torn city forthwith, as the district administration had not been able to control the situation there.Mr. Ram Prakash in a statement described as false and misleading a reported statement that the trouble sparked in Aligarh today after Chandra Dutta Sharma had made inflammatory speeches and that he belonged to either the RSS or the Vidyarti Parishad....Mr. Ram Prakash alleged that during the clash between the students and the police, some people said to be the supporters of Mr. Yunus Saleem, ‘attacked the processionists with lathis and fire-arms and indulged in arson.’”TOI 3/3/71“Talking to the P.T.I. on the telephone today, Mr. Saleem...alleged that the shops of new Congress supporters were “looted” and set on fire by an unruly mob of RSS workers.  He also alleged that the houses of the district propaganda secretary of the new Congress, Mr. D.N. Misra, and other Congress workers were set on fire.”TOI 3/3/71“The firing added to the tension in the town and the authorities began receiving news about the trouble from different parts.  Mr. Bhatt said that students spread a rumour that the members of one community were firing on those belonging to another community....People belonging to the rival groups took up positions on top of buildings and exchanged fire and brick-bats.  This was followed by the burning of shops in various areas.  General Merchants, radio and fan dealers, cloth shops, goldsmiths and grocers suffered heavy losses in the arson....The riots forced the postponement of the polling, scheduled for today, to March 9 in the three remaining Assembly constituencies in the Aligarh Parliamentary Constituency.”TOI 3/4/71“The district authorities were obviously taken unawares by the outburst of violence.  After the polling on March 1, the bulk of the Aligarh police force had been sent to the rural areas.”TOI 3/4/71“According to the district magistrate, Mr. Ushapati Bhatt, the trouble apparently started when the Vidyarti Parishad (Jana Sangh youth wing) took out a procession in defiance of the ban order.  The processionists allegedly burnt effigies of Mr Yunis Saleem, the Congress-R candidate, and of a local police officer who had arrested a student leader on the day of polling after he was involved in an affray.”TOI 3/4/71“The U.P. Government yesterday [3/9/71] suspended Mr. Ushapati Bhatt, district magistrate of Aligarh, and Mr. Y.K. Saksena, superintendent of police, for alleged dereliction of duty and negligence during the riots in Aligarh city on March 2.The suspension orders were handed to Mr. Bhatt and Mr. Saksena here yesterday by the Chief Secretary Mr. M. Lal.”TOI, 3/11/71“LUCKNOW, March 17: The Uttar Pradesh Governemnt today appointed Mr. Justice D.S. Mathur of the Allahabad High Court to head a one-man commission to inquire into the Aligarh Riots during the mid-term poll for the Lok Sabha on March 2.The commission will complete the inquiry within three months, says an official release.”TOI 3/18/71 “LUCKNOW March 10: Twenty two people were killed and nearly 250 injured in the recent disturbances at Allahabad, Aligarh, and Moradabad.Giving this information at a press conference, the U.P. Home Minister, Mr. Virendra Verma, said that the situation in all those places was under control.  Over 850 people had been arrested.  Besides there had been minor sidturbances in Etah, Mathura, Gorakhpur, Meerut and Pratapgarh Districts on polling days.Mr. Verma said that a judicial inquiry had been ordered in respect of Aligarh riots.  The disturbances were pre-palnned but the State Intelligence had failed to get any information about the plan.Action had been taken against the district magistrate and the senior superintendent of police, Aligarh and they had been suspended for ‘their failure to ‘control’ the situation.”TOI 3/11/71"
1971,March,3,5,India,Uttar Pradesh,UP,UP197103,,Moradabad,,5,8,190,4,Times of India,3/8/71 & 3/11/71,Election Violence,Unknown,Lok Sabha Election,,,,no,,,,,"“LUCKNOW March 10: Twenty two people were killed and nearly 250 injured in the recent disturbances at Allahabad, Aligarh, and Moradabad.Giving this information at a press conference, the U.P. Home Minister, Mr. Virendra Verma, said that the situation in all those places was under control.  Over 850 people had been arrested.  Besides there had been minor sidturbances in Etah, Mathura, Gorakhpur, Meerut and Pratapgarh Districts on polling days.Mr. Verma said that a judicial inquiry had been ordered in respect of Aligarh riots.  The disturbances were pre-palnned but the State Intelligence had failed to get any information about the plan.Action had been taken against the district magistrate and the senior superintendent of police, Aligarh and they had been suspended for ‘their failure to ‘control’ the situation.”TOI 3/11/71[Given that there were 16 reported dead at Aligarh and 1 at Allahabad, I have assumed that 5 were killed at Moradabad]“MORADABAD, March 6: The curfew imposed last night in the wake of clashes between two groups of people has been extended to 5 a.m. tomorrow. It was relaxed for some time today.  One person was killed and 17 were injured in yesterday’s clashes.  The trouble followed a heated argument at a polling booth over the identity of a woman voter.  Polling was, however, not affected.  The authorities are rounding up bad characters.  Thirty people were arrested this morning for violation of the curfew.  Two PAC battalions are patrolling the troubled areas.”TOI March 7, 1971“LUCKNOW, March 8: One more person succumbed to stab wounds last night in Moradabad, raising the death roll in the distrubances there to five, according to an official spokesman.About 50 people have so far been injured in the incidents sparked off by a dispute over the identity of a woman voter during polling on Friday.”TOI 3/9/71"
1971,March,3,8,India,Gujarat,GU,GU197103,,Junagadh,,,6,,3,Times of India,11/3/1971,Public Rituals\Festivities (Muharram),Demonstration,,,,,no,,,Definite Case,5,"“JUNAGADH, March 8: Three shops in the town were broken open and looted this morning.  An attempt to set fire to a dargah was folied by the timely arrival of the police.  The SRP, the homeguards and the police were patrolling the town which observed a hartal today in protest against the alleged kidnapping of a married woman on February 27.Seventeen people have been arrested so far.Orders under Section 144 Cr. P.C. were being promulgated in the town.  Permission to take out the Moharrum tajia procession was not granted.” TOI 3/9/71“JUNAGADH, March 10: A Sub-Inspector of police and six other people were injured in renewed rioting in Junagadh today.The police lathi-charged and the tear-gassed miscreants at two places in the town.On Mohurrum day, Monday, riots had broken out over the alleged abduction of a housewife by a young man of a different community.  A seven-hour curfew had been imposed on the city and later a ban order was clamped.Today’s trouble was sparked off with the presenting in court of tow arrested leaders of the young man’s community.  Miscreants gathered outside the court started looting and setting nearby shops on fire.  The police burst tear gas shells to disperse the rowdy mobs.The police lathi-charges another rowdy crowd near the Alankar cinema at Shukhanath, Chowk.  The crowd had set fire to a cloth shop there.A order prohibiting the assembly of more than four people was reimposed but, later tonight, the police said the situation was under control.” TOI 3/11/71"
1971,March,3,13,India,Madhya Pradesh,MP,MP197103,,Burhanpur,,4,14,,1,Times of India,14/3/1971,Public Rituals\Festivities (Holi),Unknown,,,,,no,,,,,"“BHOPAL, March 13: Curfew was extended as a precautionary measure in Burhanpur today.Four people were killed in police firing in this tehsil town yesterday following a clash between two sections of people during Holi revelry.  According to official sources, 14 people were injured.The situation in the town is now stated to be under control.”TOI 3/14/71"
1971,April,4,22,India,Gujarat,GU,GU197104,Ahmadabad,Ahmadabad,,0,,,1,Times of India,23/4/1971,Cause Insufficiently Reported,Unknown,,,,,no,,,,,"“AHMEDABAD, April 22: Curfew was imposed in most parts of the walled city of Ahmedabad at 10.30 p.m. following stone-throwing between two groups of people.The police and SRP units were patrolling the affected areas.” TOI 4/23/71"
1971,July,7,15,India,Gujarat,GU,GU197107,,Junagadh,,1,3,20,1,Times of India,,Cause Insufficiently Reported,Unknown,,,,,no,,Yes,Yes-Strong Likelihood,4,"“Junagadh, Huly 15: One person died instantly and three others were injured when the police opened fire here this afternoon in the busy Yukhnath Chowk area to disperse two mobs fighting with soda-water bottles, lathis, and other weapons.   One State Reserve Police (SRP) constable was injured when the warring factions attacked the police. The injured have been admitted to hospital.   The city magistrate clamped prohibitory orders under Section 144, banning the assembly of more than four persons throughout the city till 5 a.m. tomorrow. The situation was later described by official sources as being under control.   The trouble started when two groups clashed near a local cinema house at 3.40 p.m. following a two-month-old quarrel between them.   When the police intervened, the 500 strong mob attacked the police.   Twenty people have been arrested so far.”TOI July 16, 1971"
